user_id,timestamp,nps_score,feedback_text
u0924,2025-03-24T12:04:31,6,"Too slow, buggy or hard to navigate."
u0396,2025-03-08T23:35:54,3,"Too slow, buggy or hard to navigate."
u0431,2025-03-01T03:08:04,5,"Too slow, buggy or hard to navigate."
u0204,2025-03-20T06:52:00,7,Decent experience but could improve.
u0395,2025-03-18T10:51:12,4,"Too slow, buggy or hard to navigate."
u0013,2025-03-22T09:20:49,6,"Too slow, buggy or hard to navigate."
u0047,2025-03-01T11:07:26,9,"Very smooth, fast, and intuitive!"
u0255,2025-03-15T16:26:55,5,"Too slow, buggy or hard to navigate."
u0821,2025-03-23T12:57:05,9,"Very smooth, fast, and intuitive!"
u0437,2025-03-03T13:06:53,4,"Too slow, buggy or hard to navigate."
u0157,2025-03-06T11:22:55,8,Decent experience but could improve.
u0563,2025-03-14T13:58:30,10,"Very smooth, fast, and intuitive!"
u0911,2025-03-06T19:56:15,0,"Too slow, buggy or hard to navigate."
u0418,2025-03-17T11:28:27,5,"Too slow, buggy or hard to navigate."
u0732,2025-03-28T05:33:55,8,Decent experience but could improve.
u0467,2025-03-12T07:59:38,6,"Too slow, buggy or hard to navigate."
u0739,2025-03-25T01:41:02,7,Decent experience but could improve.
u0254,2025-03-06T03:16:14,5,"Too slow, buggy or hard to navigate."
u0276,2025-03-14T17:31:41,7,Decent experience but could improve.
u0755,2025-03-07T19:23:22,6,"Too slow, buggy or hard to navigate."
u0008,2025-03-28T00:06:32,9,"Very smooth, fast, and intuitive!"
u0138,2025-03-10T16:21:56,7,Decent experience but could improve.
u0274,2025-03-14T16:29:08,7,Decent experience but could improve.
u0834,2025-03-27T17:13:58,5,"Too slow, buggy or hard to navigate."
u0001,2025-03-26T19:42:20,5,"Too slow, buggy or hard to navigate."
u0230,2025-03-21T08:57:13,5,"Too slow, buggy or hard to navigate."
u0352,2025-03-20T01:59:31,7,Decent experience but could improve.
u0562,2025-03-03T18:19:14,5,"Too slow, buggy or hard to navigate."
u0989,2025-03-07T19:12:58,7,Decent experience but could improve.
u0611,2025-03-10T10:11:59,10,"Very smooth, fast, and intuitive!"
u0394,2025-03-02T08:16:03,9,"Very smooth, fast, and intuitive!"
u0419,2025-03-23T22:41:59,6,"Too slow, buggy or hard to navigate."
u0370,2025-03-02T03:30:06,10,"Very smooth, fast, and intuitive!"
u0452,2025-03-02T07:15:51,5,"Too slow, buggy or hard to navigate."
u0056,2025-03-21T10:48:18,1,"Too slow, buggy or hard to navigate."
u0516,2025-03-20T01:53:14,4,"Too slow, buggy or hard to navigate."
u0825,2025-03-06T06:32:01,2,"Too slow, buggy or hard to navigate."
u0079,2025-03-26T11:58:36,6,"Too slow, buggy or hard to navigate."
u0257,2025-03-11T21:48:17,7,Decent experience but could improve.
u0877,2025-03-02T14:47:05,10,"Very smooth, fast, and intuitive!"
u0197,2025-03-03T19:08:28,7,Decent experience but could improve.
u0723,2025-03-18T17:13:07,6,"Too slow, buggy or hard to navigate."
u0109,2025-03-28T05:04:44,9,"Very smooth, fast, and intuitive!"
u0162,2025-03-05T07:48:05,1,"Too slow, buggy or hard to navigate."
u0462,2025-03-21T23:02:01,7,Decent experience but could improve.
u0408,2025-03-12T23:48:27,8,Decent experience but could improve.
u0512,2025-03-08T01:46:07,3,"Too slow, buggy or hard to navigate."
u0417,2025-03-08T08:02:30,9,"Very smooth, fast, and intuitive!"
u0003,2025-03-14T17:29:36,7,Decent experience but could improve.
u0770,2025-03-19T19:56:27,5,"Too slow, buggy or hard to navigate."
u0480,2025-03-08T06:14:52,8,Decent experience but could improve.
u0910,2025-03-17T20:40:26,10,"Very smooth, fast, and intuitive!"
u0405,2025-03-31T03:37:04,7,Decent experience but could improve.
u0348,2025-03-13T15:12:57,7,Decent experience but could improve.
u0909,2025-03-25T02:58:16,5,"Too slow, buggy or hard to navigate."
u0190,2025-03-05T13:59:34,4,"Too slow, buggy or hard to navigate."
u0216,2025-03-27T23:35:44,9,"Very smooth, fast, and intuitive!"
u0735,2025-03-17T03:55:31,4,"Too slow, buggy or hard to navigate."
u0155,2025-03-04T22:49:41,7,Decent experience but could improve.
u0669,2025-03-24T19:22:40,5,"Too slow, buggy or hard to navigate."
u0099,2025-03-06T23:47:33,8,Decent experience but could improve.
u0518,2025-03-10T20:54:33,7,Decent experience but could improve.
u0033,2025-03-23T07:00:29,9,"Very smooth, fast, and intuitive!"
u0580,2025-03-24T05:32:08,5,"Too slow, buggy or hard to navigate."
u0806,2025-03-18T07:41:20,6,"Too slow, buggy or hard to navigate."
u0851,2025-03-06T12:00:04,4,"Too slow, buggy or hard to navigate."
u0505,2025-03-11T16:34:57,5,"Too slow, buggy or hard to navigate."
u0869,2025-03-21T10:36:28,7,Decent experience but could improve.
u0494,2025-03-10T11:11:28,8,Decent experience but could improve.
u0746,2025-03-11T22:54:00,4,"Too slow, buggy or hard to navigate."
u0301,2025-03-14T21:07:28,9,"Very smooth, fast, and intuitive!"
u0031,2025-03-08T13:30:17,10,"Very smooth, fast, and intuitive!"
u0237,2025-03-18T08:14:37,8,Decent experience but could improve.
u0441,2025-03-12T09:07:13,10,"Very smooth, fast, and intuitive!"
u0796,2025-03-03T02:12:05,5,"Too slow, buggy or hard to navigate."
u0298,2025-03-23T07:11:56,3,"Too slow, buggy or hard to navigate."
u0763,2025-03-06T15:52:43,2,"Too slow, buggy or hard to navigate."
u0762,2025-03-15T20:08:25,10,"Very smooth, fast, and intuitive!"
u0569,2025-03-18T16:32:06,8,Decent experience but could improve.
u0332,2025-03-28T21:50:06,6,"Too slow, buggy or hard to navigate."
u0884,2025-03-14T15:18:41,7,Decent experience but could improve.
u0203,2025-03-04T04:32:00,4,"Too slow, buggy or hard to navigate."
u0355,2025-03-08T00:04:18,10,"Very smooth, fast, and intuitive!"
u0325,2025-03-04T09:09:53,7,Decent experience but could improve.
u0871,2025-03-10T10:54:19,7,Decent experience but could improve.
u0340,2025-03-10T04:10:55,8,Decent experience but could improve.
u0466,2025-03-29T01:45:40,8,Decent experience but could improve.
u0281,2025-03-10T20:27:37,7,Decent experience but could improve.
u0236,2025-03-29T15:10:47,5,"Too slow, buggy or hard to navigate."
u0963,2025-03-17T22:34:12,8,Decent experience but could improve.
u0769,2025-03-30T00:44:54,10,"Very smooth, fast, and intuitive!"
u0356,2025-03-14T08:04:50,10,"Very smooth, fast, and intuitive!"
u0595,2025-03-15T14:26:17,10,"Very smooth, fast, and intuitive!"
u0202,2025-03-13T02:31:57,5,"Too slow, buggy or hard to navigate."
u0608,2025-03-24T09:38:27,4,"Too slow, buggy or hard to navigate."
u0171,2025-03-09T19:19:18,6,"Too slow, buggy or hard to navigate."
u0788,2025-03-19T01:57:52,7,Decent experience but could improve.
u0583,2025-03-13T11:30:36,9,"Very smooth, fast, and intuitive!"
u0209,2025-03-19T08:20:59,2,"Too slow, buggy or hard to navigate."
u0780,2025-03-15T22:39:22,10,"Very smooth, fast, and intuitive!"
u0434,2025-03-08T00:03:39,6,"Too slow, buggy or hard to navigate."
u0811,2025-03-03T07:44:36,5,"Too slow, buggy or hard to navigate."
u0308,2025-03-29T03:41:24,4,"Too slow, buggy or hard to navigate."
u0093,2025-03-02T12:09:16,2,"Too slow, buggy or hard to navigate."
u0198,2025-03-23T16:43:58,9,"Very smooth, fast, and intuitive!"
u0554,2025-03-04T15:41:10,7,Decent experience but could improve.
u0386,2025-03-25T20:40:42,3,"Too slow, buggy or hard to navigate."
u0759,2025-03-24T22:02:57,3,"Too slow, buggy or hard to navigate."
u0084,2025-03-10T08:11:48,6,"Too slow, buggy or hard to navigate."
u0183,2025-03-19T03:09:45,10,"Very smooth, fast, and intuitive!"
u0906,2025-03-23T19:09:06,6,"Too slow, buggy or hard to navigate."
u0309,2025-03-26T11:55:26,3,"Too slow, buggy or hard to navigate."
u0784,2025-03-29T14:10:47,6,"Too slow, buggy or hard to navigate."
u0801,2025-03-18T15:50:40,6,"Too slow, buggy or hard to navigate."
u0886,2025-03-25T17:12:20,0,"Too slow, buggy or hard to navigate."
u0704,2025-03-10T23:42:57,6,"Too slow, buggy or hard to navigate."
u0253,2025-03-18T23:49:02,6,"Too slow, buggy or hard to navigate."
u0648,2025-03-10T16:20:17,8,Decent experience but could improve.
u0196,2025-03-29T12:03:31,10,"Very smooth, fast, and intuitive!"
u0901,2025-03-17T14:14:05,9,"Very smooth, fast, and intuitive!"
u0277,2025-03-24T05:17:31,6,"Too slow, buggy or hard to navigate."
u0110,2025-03-27T03:24:19,4,"Too slow, buggy or hard to navigate."
u0465,2025-03-17T17:53:31,10,"Very smooth, fast, and intuitive!"
u0529,2025-03-11T10:18:52,7,Decent experience but could improve.
u0104,2025-03-22T00:46:55,7,Decent experience but could improve.
u0470,2025-03-21T15:38:57,6,"Too slow, buggy or hard to navigate."
u0044,2025-03-25T11:31:27,7,Decent experience but could improve.
u0617,2025-03-16T00:14:52,6,"Too slow, buggy or hard to navigate."
u0655,2025-03-23T05:29:50,5,"Too slow, buggy or hard to navigate."
u0344,2025-03-28T05:36:44,5,"Too slow, buggy or hard to navigate."
u0123,2025-03-10T12:13:21,6,"Too slow, buggy or hard to navigate."
u0808,2025-03-18T12:34:44,5,"Too slow, buggy or hard to navigate."
u0545,2025-03-05T16:34:28,5,"Too slow, buggy or hard to navigate."
u0154,2025-03-16T04:28:50,7,Decent experience but could improve.
u0600,2025-03-27T08:35:19,6,"Too slow, buggy or hard to navigate."
u0868,2025-03-01T23:38:34,10,"Very smooth, fast, and intuitive!"
u0015,2025-03-12T22:15:59,0,"Too slow, buggy or hard to navigate."
u0538,2025-03-25T17:07:02,9,"Very smooth, fast, and intuitive!"
u0509,2025-03-14T03:57:47,10,"Very smooth, fast, and intuitive!"
u0789,2025-03-27T19:43:39,1,"Too slow, buggy or hard to navigate."
u0781,2025-03-21T01:21:53,6,"Too slow, buggy or hard to navigate."
u0699,2025-03-04T13:20:24,6,"Too slow, buggy or hard to navigate."
u0819,2025-03-22T13:35:10,3,"Too slow, buggy or hard to navigate."
u0792,2025-03-04T07:37:17,5,"Too slow, buggy or hard to navigate."
u0397,2025-03-07T10:40:04,4,"Too slow, buggy or hard to navigate."
u0860,2025-03-29T03:34:18,10,"Very smooth, fast, and intuitive!"
u0163,2025-03-06T07:10:13,9,"Very smooth, fast, and intuitive!"
u0180,2025-03-24T02:18:53,10,"Very smooth, fast, and intuitive!"
u0539,2025-03-12T01:50:09,8,Decent experience but could improve.
u0224,2025-03-22T07:33:39,4,"Too slow, buggy or hard to navigate."
u0892,2025-03-08T17:15:00,5,"Too slow, buggy or hard to navigate."
u0182,2025-03-27T23:19:37,8,Decent experience but could improve.
u0967,2025-03-16T17:36:37,3,"Too slow, buggy or hard to navigate."
u0765,2025-03-22T09:18:28,8,Decent experience but could improve.
u0404,2025-03-29T17:04:37,6,"Too slow, buggy or hard to navigate."
u0881,2025-03-29T10:49:23,6,"Too slow, buggy or hard to navigate."
u0997,2025-03-31T15:50:33,8,Decent experience but could improve.
u0629,2025-03-16T08:38:06,8,Decent experience but could improve.
u0338,2025-03-24T18:52:05,6,"Too slow, buggy or hard to navigate."
u0622,2025-03-20T15:04:42,9,"Very smooth, fast, and intuitive!"
u0876,2025-03-24T00:45:01,4,"Too slow, buggy or hard to navigate."
u0458,2025-03-01T01:44:32,8,Decent experience but could improve.
u0908,2025-03-07T04:34:48,8,Decent experience but could improve.
u0974,2025-03-02T13:40:13,6,"Too slow, buggy or hard to navigate."
u0164,2025-03-13T08:22:02,7,Decent experience but could improve.
u0132,2025-03-03T22:53:59,3,"Too slow, buggy or hard to navigate."
u0524,2025-03-27T17:18:39,9,"Very smooth, fast, and intuitive!"
u0919,2025-03-26T16:59:15,6,"Too slow, buggy or hard to navigate."
u0375,2025-03-30T04:07:40,5,"Too slow, buggy or hard to navigate."
u0018,2025-03-22T04:49:40,9,"Very smooth, fast, and intuitive!"
u0475,2025-03-26T05:32:55,5,"Too slow, buggy or hard to navigate."
u0899,2025-03-31T20:06:59,3,"Too slow, buggy or hard to navigate."
u0316,2025-03-02T10:48:52,3,"Too slow, buggy or hard to navigate."
u0794,2025-03-23T10:20:58,8,Decent experience but could improve.
u0933,2025-03-05T10:11:08,3,"Too slow, buggy or hard to navigate."
u0610,2025-03-27T04:18:19,10,"Very smooth, fast, and intuitive!"
u0764,2025-03-13T15:21:05,1,"Too slow, buggy or hard to navigate."
u0514,2025-03-28T01:35:12,10,"Very smooth, fast, and intuitive!"
u0127,2025-03-25T17:44:14,7,Decent experience but could improve.
u0978,2025-03-06T21:43:20,6,"Too slow, buggy or hard to navigate."
u0959,2025-03-27T22:36:33,5,"Too slow, buggy or hard to navigate."
u0150,2025-03-27T18:44:21,7,Decent experience but could improve.
u0914,2025-03-26T21:27:23,6,"Too slow, buggy or hard to navigate."
u0078,2025-03-12T12:22:07,9,"Very smooth, fast, and intuitive!"
u0034,2025-03-07T10:24:28,7,Decent experience but could improve.
u0143,2025-03-11T17:47:30,7,Decent experience but could improve.
u0643,2025-03-12T14:28:24,6,"Too slow, buggy or hard to navigate."
u0803,2025-03-17T08:13:29,6,"Too slow, buggy or hard to navigate."
u0412,2025-03-10T19:12:44,7,Decent experience but could improve.
u0696,2025-03-06T23:35:08,2,"Too slow, buggy or hard to navigate."
u0149,2025-03-05T16:16:16,3,"Too slow, buggy or hard to navigate."
u0692,2025-03-16T19:11:17,8,Decent experience but could improve.
u0525,2025-03-20T07:17:45,7,Decent experience but could improve.
u0244,2025-03-09T19:06:41,6,"Too slow, buggy or hard to navigate."
u0969,2025-03-09T23:14:40,7,Decent experience but could improve.
u0855,2025-03-08T07:16:52,7,Decent experience but could improve.
u0670,2025-03-29T07:54:04,5,"Too slow, buggy or hard to navigate."
u0002,2025-03-07T14:39:15,5,"Too slow, buggy or hard to navigate."
u0918,2025-03-05T09:44:00,7,Decent experience but could improve.
u0192,2025-03-31T18:30:35,4,"Too slow, buggy or hard to navigate."
u0976,2025-03-19T01:51:28,8,Decent experience but could improve.
u0264,2025-03-26T00:10:11,2,"Too slow, buggy or hard to navigate."
u0023,2025-03-01T03:35:29,9,"Very smooth, fast, and intuitive!"
u0831,2025-03-31T21:40:07,8,Decent experience but could improve.
u0359,2025-03-01T20:59:38,7,Decent experience but could improve.
u0184,2025-03-30T07:28:55,9,"Very smooth, fast, and intuitive!"
u0349,2025-03-18T17:16:21,10,"Very smooth, fast, and intuitive!"
u0942,2025-03-26T23:39:23,9,"Very smooth, fast, and intuitive!"
u0742,2025-03-14T23:40:47,2,"Too slow, buggy or hard to navigate."
u0472,2025-03-03T22:51:54,3,"Too slow, buggy or hard to navigate."
u0639,2025-03-22T11:16:56,5,"Too slow, buggy or hard to navigate."
u0931,2025-03-15T06:57:28,7,Decent experience but could improve.
u0048,2025-03-31T07:35:45,8,Decent experience but could improve.
u0492,2025-03-06T04:34:13,5,"Too slow, buggy or hard to navigate."
u0835,2025-03-02T14:33:28,7,Decent experience but could improve.
u0852,2025-03-24T07:16:50,5,"Too slow, buggy or hard to navigate."
u0291,2025-03-21T08:09:47,5,"Too slow, buggy or hard to navigate."
u0559,2025-03-30T20:50:34,3,"Too slow, buggy or hard to navigate."
u0527,2025-03-20T13:37:02,4,"Too slow, buggy or hard to navigate."
u0173,2025-03-22T08:14:23,3,"Too slow, buggy or hard to navigate."
u0748,2025-03-09T03:49:36,4,"Too slow, buggy or hard to navigate."
u0037,2025-03-01T08:34:42,9,"Very smooth, fast, and intuitive!"
u0883,2025-03-26T09:25:20,4,"Too slow, buggy or hard to navigate."
u0947,2025-03-24T12:58:01,10,"Very smooth, fast, and intuitive!"
u0832,2025-03-12T12:34:03,8,Decent experience but could improve.
u0928,2025-03-02T03:53:38,7,Decent experience but could improve.
u0067,2025-03-09T12:16:20,4,"Too slow, buggy or hard to navigate."
u0442,2025-03-07T02:03:23,8,Decent experience but could improve.
u0113,2025-03-22T17:40:57,5,"Too slow, buggy or hard to navigate."
u0054,2025-03-22T23:43:26,7,Decent experience but could improve.
u0586,2025-03-21T07:56:57,10,"Very smooth, fast, and intuitive!"
u0807,2025-03-25T01:52:33,6,"Too slow, buggy or hard to navigate."
u0435,2025-03-01T06:20:55,9,"Very smooth, fast, and intuitive!"
u0613,2025-03-05T21:33:16,5,"Too slow, buggy or hard to navigate."
u0017,2025-03-01T01:59:19,6,"Too slow, buggy or hard to navigate."
u0536,2025-03-22T16:02:43,10,"Very smooth, fast, and intuitive!"
u0428,2025-03-15T08:49:39,5,"Too slow, buggy or hard to navigate."
u0448,2025-03-16T15:47:09,10,"Very smooth, fast, and intuitive!"
u0311,2025-03-11T13:35:20,8,Decent experience but could improve.
u0952,2025-03-12T01:18:26,5,"Too slow, buggy or hard to navigate."
u0766,2025-03-25T10:29:27,8,Decent experience but could improve.
u0120,2025-03-29T11:08:20,9,"Very smooth, fast, and intuitive!"
u0623,2025-03-24T14:19:17,8,Decent experience but could improve.
u0985,2025-03-25T06:44:16,3,"Too slow, buggy or hard to navigate."
u0916,2025-03-06T00:26:54,5,"Too slow, buggy or hard to navigate."
u0450,2025-03-25T07:02:00,6,"Too slow, buggy or hard to navigate."
u0433,2025-03-13T21:55:36,6,"Too slow, buggy or hard to navigate."
u0584,2025-03-20T21:32:39,8,Decent experience but could improve.
u0481,2025-03-11T17:15:19,7,Decent experience but could improve.
u0166,2025-03-23T12:37:24,3,"Too slow, buggy or hard to navigate."
u0140,2025-03-08T18:47:51,7,Decent experience but could improve.
u0486,2025-03-02T23:20:24,8,Decent experience but could improve.
u0091,2025-03-06T22:08:58,8,Decent experience but could improve.
u0810,2025-03-19T21:35:43,9,"Very smooth, fast, and intuitive!"
u0160,2025-03-04T06:45:58,9,"Very smooth, fast, and intuitive!"
u0632,2025-03-21T00:46:58,8,Decent experience but could improve.
u0266,2025-03-05T18:59:57,6,"Too slow, buggy or hard to navigate."
u0365,2025-03-28T01:52:51,2,"Too slow, buggy or hard to navigate."
u0859,2025-03-06T02:35:40,8,Decent experience but could improve.
u0229,2025-03-08T06:15:58,7,Decent experience but could improve.
u0791,2025-03-22T14:42:51,7,Decent experience but could improve.
u0649,2025-03-09T00:15:07,3,"Too slow, buggy or hard to navigate."
u0339,2025-03-03T03:52:41,4,"Too slow, buggy or hard to navigate."
u0489,2025-03-13T15:11:19,9,"Very smooth, fast, and intuitive!"
u0863,2025-03-05T18:42:23,6,"Too slow, buggy or hard to navigate."
u0401,2025-03-20T05:29:02,8,Decent experience but could improve.
u0896,2025-03-15T20:50:25,7,Decent experience but could improve.
u0210,2025-03-21T08:48:16,7,Decent experience but could improve.
